emotion_class,cleaned_text
love,မင်း က ငါ့ အ တွက် တော့ အ စား ထိုး လို့ မ ရ တဲ့ တစ် ဦး တည်း သော သူ ပါ
joy,ဝိုင် အ ရ သာ ခံ ပွဲ တစ် ခု တက် ရောက် ခဲ့ တယ် ၊ ကောင်း မွန် တဲ့ ဝိုင် လို အ သက် အ ရွယ် ရင့် ကျက် လာ တဲ့ အ ရ သာ တွေ ရဲ့ ကြွယ် ဝ မှု ကို အ ရ သာ ခံ နေ ခြင်း ရွှေ ရောင် နှစ် တွေ အ တွက် ချီး ယားစ် !# ဝိုင် အ ရ သာ ခံ ပွဲ # အ ကြီး တန်း ဝိုင် ချစ် သူ
joy,မျက် နှာ ဖုံး စွပ် က ပွဲ တစ် ခု ရဲ့ တောက် ပ တဲ့ ဝတ် စုံ တွေ ရဲ့ ကျက် သ ရေ ရှိ မှု ကြောင့် အံ့ သြ မှင် သက် မိ ပါ တယ်
neutral,ဘယ် လောက် ပဲ ကြိုး စား ကြိုး စား အ သိ အ မှတ် ပြု မ ခံ ရ တဲ့ စိတ် ပျက် စ ရာ နေ့
sadness,လျစ် လျူ ရှု မှု အ ငွေ့ အ သက် နဲ့ နေ့ တစ် နေ့ ကို ဖြတ် သန်း နေ ခြင်း ၊ ပတ် ဝန်း ကျင် က သာ မန် အ ဖြစ် အ ပျက် တွေ က နေ ကင်း ကွာ နေ ခြင်း
anger,အ မှား ကို သိ ရက် နဲ့ မ ပြင် ဘဲ ဂျောက် တွန်း နေ တာ တ ကယ် စိတ် တို တယ်
suprise,ဒီ ဟင်း က ကြည့် ရ တာ ရိုး ရိုး လေး ပဲ ကို စား လိုက် တော့ မှ အ ရ သာ က ထူး ခြား ပြီး ကောင်း လွန်း တယ် ၊
suprise,ရေ ကူး ကန် ထဲ မှာ ရေ က ဒီ လောက် တောင် ကြည် လင် နေ လိမ့် မယ် လို့ မ ထင် ဘူး ၊
sadness,နောက် ဆုံး တော့ လည်း ငါ့ ဘေး မှာ ငါ က လွဲ လို့ ဘယ် သူ မှ ရှိ မ နေ ပါ လား ဆို တဲ့ အ သိ က ရင် နာ ဖို့ ကောင်း တယ်
fear,ဒီ လို ချောက် ကမ်း ပါး အ စွန်း မှာ ရပ် ရ တာ သွေး လန့် စ ရာ ပဲ
neutral,ည ဘက် အိပ် မ ပျော် ဘဲ ကု တင် ပေါ် မှာ ဟို လှည့် ဒီ လှည့် ဖြစ် နေ ရ တဲ့ အ ခါ
joy,စိန် ခေါ် မှု ရှိ တဲ့ ပ ဟေ ဠိ တစ် ခု ကို ဖြေ ရှင်း ပြီး မြောက် ခြင်း အ တွက် ပြည့် စုံ မှု
neutral,မိုး သက် မုန် တိုင်း တွေ ပြင်း ထန် စွာ တိုက် ခတ် နေ တာ ကို အိမ် ထဲ က နေ ကြည့် နေ ရ တဲ့ အ ခါ
suprise,စာ မေး ပွဲ ရ လဒ် က အ ဆင့် ( ၁ ) ရ လိမ့် မယ် လို့ တစ် ခါ မှ မ မျှော် လင့် ထား မိ ဘူး ၊
joy,ဘတ် စ ကတ် ဘော ဗိုလ် လု ပွဲ မှာ အောက် တန်း ကျ သူ ကို အား ပေး နေ ခြင်း ၊ အ သင်း က အ တား အ ဆီး တွေ ကို ဆန့် ကျင် ပြီး ချန် ပီ ယံ ဆု ကို ရ ယူ ချိန် မှာ လူ အုပ် က လက် ခုပ် သြ ဘာ ပေး သံ တွေ နဲ့ ပေါက် ကွဲ ထွက် လာ ခြင်း
love,မင်း ကို ထာ ဝ ရ ချစ် မြတ် နိုး ဖို့ ငါ က တိ သစ် စာ ပြု ပါ တယ်
fear,ခွဲ စိတ် ကု သ မှု ခံ ယူ ရ မှာ ကို တွေး ပြီး မျက် ရည် ကျ မိ တယ်
anger,ခါး သီး မှု ၊ လေ ထု ထဲ က ခါး သက် တဲ့ အ အေး ဓာတ် ၊ အ ခိုက် အ တန့် တွေ ကို အန် တ ရာယ် ရှိ စွာ ချိတ် ဆွဲ ထား တဲ့ နာ ကြည်း မှု ရဲ့ ရေ ခဲ ချောင်း တွေ အ ဖြစ် သို့ အေး ခဲ စေ ခြင်း ၊ အ မှတ် တ ရ ရဲ့ ရှု ခင်း အ ပေါ် မှာ
joy,Virtualreality လော က ကို စူး စမ်း ရှာ ဖွေ နေ ပါ တယ်
fear,ရူး သွပ် သွား ပြီး ကိုယ့် ကိုယ် ကို မ ထိန်း ချုပ် နိုင် မှာ ကို ကြောက် တယ်
love,မင်း က ငါ့ ဘ ဝ ရဲ့ လမ်း ပျောက် မ သွား အောင် ထိန်း ကျောင်း ပေး တဲ့ သူ ပါ
fear,ဂ ရိတ် (Grade) မ ကောင်း ရင် မိ ဘ တွေ ဆူ မှာ ကို ကြောက် တယ်
neutral,အ ရာ ရာ က ကိုယ့် မျက် စိ ရှေ့ မှာ တင် လွဲ ချော် ပျက် စီး သွား တဲ့ အ ဆိုး ရွား ဆုံး နေ့ တစ် နေ့
sadness,အ ရာ ရာ ကို အ ရှုံး ပေး လိုက် ပါ ပြီ
joy,ရယ် မော ခြင်း က ပျော် ရွှင် မှု ရဲ့ သော့ ချက် ပါ ပဲ —Stand-upcomedy ပွဲ တစ် ခု တက် ရောက် နေ ပါ တယ်
fear,မှန် ပြ တင်း ပေါက် တွေ ကွဲ ထွက် သွား တာ မြင် ပြီး ကြောက် လန့် မိ တယ်
joy,အ ခြား နိုင် ငံ က စာ ရေး သူ ငယ် ချင်း တစ် ယောက် ဆီ က ရင် ထဲ က စာ တစ် စောင် လက် ခံ ရ ရှိ ခြင်း ကမ် ဘာ တစ် ဝှမ်း ချိတ် ဆက် နေ ခြင်း !
suprise,ဖုန်း ထဲ က သ တင်း ကောင်း ကို မြင် မြင် ချင်း အော် မိ မ တတ် အံ့ ဩ ဝမ်း သာ ဖြစ် သွား ရ တယ်
anger,ကိုယ့် အ လုပ် ထဲ လာ ပြီး ဝင် ရှုပ် တာ ကို လုံး ဝ သ ဘော မ ကျ ဘူး
neutral,အ ကြာ ကြီး စောင့် ဆိုင်း ခဲ့ ရ တဲ့ ရ လဒ် က ကျ ရှုံး သွား တော့ ရင် ထဲ မှာ ဟာ သွား တာ ပဲ
joy,Coldplay ဖျော် ဖြေ ပွဲ ရဲ့ မှော် ဆန် မှု ကို ခံ စား နေ ရ ခြင်း ၊ 'FixYou' က ည ဘက် မှာ မျှော် လင့် ချက် ရဲ့ မီး ပြ တိုက် ဖြစ် လာ တဲ့ နေ ရာ
joy,စိန် ခေါ် မှု ရှိ တဲ့ လေ့ ကျင့် ခန်း တစ် ခု ပြီး မြောက် ပြီး နောက် အောင် မြင် မှု ခံ စား ချက်
fear,ည ဘက် က လေး ငို သံ ကြား ရ တာ ကျော ချမ်း စ ရာ ပဲ
sadness,အ ခန်း ထောင့် လေး ထဲ မှာ တစ် ယောက် တည်း ထိုင် ငို နေ ရ တဲ့ ည တွေ က များ လှ ပြီ
joy,စိတ် ကူး စိတ် သန်း ရဲ့ အ လင်း ရောင် ထဲ မှာ နစ် မြုပ် နေ ခြင်း ၊ သာ မန် အ တွေး တွေ ရဲ့ ပြာ ပုံ ထဲ က နေ ထ မြောက် လာ ပြီး နယ် ပယ် အ သစ် တွေ ကို စူး စမ်း ရှာ ဖွေ နေ တဲ့ ဖန် တီး မှု ရှိ တဲ့ ဖီး နစ် ငှက်
love,မင်း နဲ့ အ တူ မိုး ရေ ထဲ မှာ လမ်း လျှောက် ရ တာ သိပ် ပျော် ဖို့ ကောင်း တယ်
neutral,ငယ် ငယ် က အ ပြစ် ကင်း စင် တဲ့ နေ့ ရက် တွေ ကို သ တိ ရ ပြီး အ ခု ဘ ဝ ကို စိတ် ပျက် မိ တဲ့ နေ့
sadness,အ ရာ ရာ ကို အ ကောင်း မြင် ပေး ဖို့ စိတ် မ ပါ တော့ လောက် အောင် မော ပန်း နေ တဲ့ နေ့ တစ် နေ့
fear,သွား ဆ ရာ ဝန် ဆီ သွား ရ မှာ ကို က လေး လို ပဲ ကြောက် နေ မိ တယ်
anger,မျက် နှာ လို မျက် နှာ ရ လုပ် နေ တဲ့ သူ တွေ ကို ကြည့် ပြီး ရင် ထဲ မှာ အ လို မ ကျ ဖြစ် ရ တယ်
suprise,မီး ပျက် နေ တာ ကြာ ပြီ ဖြစ် တဲ့ အ ချိန် မှာ ရုတ် တ ရက် မီး ပြန် လာ လို့ ပျော် သွား တာ ၊
neutral,ကွဲ ကြေ သွား တဲ့ အိပ် မက် တွေ ရဲ့ အ ပိုင်း အ စ တွေ ကို ရှောင် ရှား ရင်း ၊ ကြံ့ ကြံ့ ခံ နိုင် ရည် ရဲ့ ကြိုး တန်း ပေါ် မှာ လျှောက် လှမ်း နေ ခြင်း
anger,ကိုယ့် ကို လာ ပြီး နှောင့် ယှက် နေ တဲ့ အ ရာ အား လုံး ကို ဖျက် ဆီး ပစ် ချင် တယ်
suprise,ဒီ နေ့ ငါ့ အ တွက် အ လုပ် တွေ အား လုံး က ထင် ထား တာ ထက် ပို အ ဆင် ပြေ သွား တယ် ၊
neutral,FrankSinatra ဂုဏ် ပြု ပွဲ ရဲ့ စည်း ချက် တွေ အ တိုင်း လွှဲ ယမ်း နေ ခြင်း ၊ 'FlyMetotheMoon' ရဲ့ အ ချိန် မ ရွေး ခေတ် မီ တဲ့ ဆွဲ ဆောင် မှု ကို ခံ စား နေ ရ ခြင်း
joy,Selfie အ တွက် အ ကောင်း ဆုံး filter ရွေး ဖို့ တစ် နာ ရီ ကုန် သွား တယ် အဲ့ ဒီ Instagram အ လှ တ ရား အ တွက် ရုန်း ကန် မှု က တ ကယ့် ကို အ စစ် #Selfie ဘု ရင် မ # ဆယ် ကျော် သက် ခံ စား ချက် များ
sadness,နှစ် ချုပ် စာ အုပ် ဟောင်း ရဲ့ စာ မျက် နှာ တွေ ကို လှန် လှော ကြည့် ရင်း ၊ အ တိတ် ကို တမ်း တ မှု က ကျွန် တော့် မျက် နှာ ပေါ် မှာ အ ပြုံး တွေ နဲ့ မျက် ရည် တွေ ကို ခြယ် မှုန်း နေ ခြင်း
love,မင်း ကို ထာ ဝ ရ တန် ဖိုး ထား ပြီး သစ် စာ ရှိ ရှိ ချစ် သွား မယ်
sadness,လာ မယ့် စာ မေး ပွဲ တွေ အ တွက် စာ ကျက် နည်း စ နစ် အ သစ် တစ် ခု စမ်း သပ် နေ ပါ တယ် ကွဲ ပြား တဲ့ သင် ယူ မှု နည်း ဗျူ ဟာ တွေ ကို စူး စမ်း ရှာ ဖွေ နေ ခြင်း
love,မင်း ရဲ့ ချစ် စ နိုး အ ကြည့် လေး တွေ က ငါ့ ကို ရူး သွပ် စေ တယ်
suprise,လမ်း မှာ တိုက် တိုက် ဆိုင် ဆိုင် ဆ ရာ မ နဲ့ သွား တိုး တာ ပဲ ၊
sadness,လူ ကြား ထဲ မှာ ရှိ နေ ပေ မဲ့ အ ရမ်း အ ထီး ကျန် တယ်
suprise,ဟင် ! မင်း က ဘာ လို့ ဒီ ပွဲ ကို ရောက် နေ တာ လဲ လုံး ဝ မ ထင် ထား ဘူး ၊
love,မင်း ရဲ့ အ မော အ ပန်း တွေ ကို ငါ့ အ ချစ် တွေ နဲ့ ဖြေ ဖျောက် ပေး ပါ ရ စေ
neutral,ဒီ နေ့ သွား စား တဲ့ ဆိုင် က အ စား အ သောက် တွေ က တ ကယ် ကို အ နံ့ အ ရ သာ နဲ့ ပြည့် စုံ တယ်
anger,သူ တစ် ပါး ရဲ့ အောင် မြင် မှု ကို ကြည့် ပြီး မ နာ လို ဖြစ် နေ တာ အောက် တန်း ကျ တယ်
suprise,ည ကောင်း ကင် ရဲ့ အ လှ တ ရား ကို အံ့ သြ တ ကြီး ငေး မော မိ ပါ တယ်
neutral,GunsN'Roses ပွဲ မှာ တီး ခတ် နေ ခြင်း ၊ 'SweetChildo'Mine' ရဲ့ အ ထင် က ရ ဂစ် တာ သံ တွေ က ည ဘက် မှာ ပဲ့ တင် ထပ် နေ ခြင်း
sadness,ဝမ်း နည်း မှု က ဆက် ရှိ နေ တယ် ၊ အ ထီး ကျန် မှု ရဲ့ တိတ် ဆိတ် ငြိမ် သက် မှု ထဲ က ချို မြိန် ခါး သက် တဲ့ တေး သံ
fear,ကမ် ဘာ ပျက် မယ့် နေ့ ရက် ကို တွေး ပြီး လူ တွေ တုန် လှုပ် နေ ကြ တယ်
sadness,ပျင်း ရိ ငြီး ငွေ့ မှု က ဆက် ရှိ နေ တယ် ၊ လျစ် လျူ ရှု မှု ရဲ့ ရပ် တန့် နေ တဲ့ ရေ အိုင်
joy,မျှော် လင့် ချက် ရှိ တဲ့ မျှော် လင့် ချက် ရဲ့ လှိုင်း လုံး တွေ ကြား ထဲ က နေ လမ်း ကြောင်း တစ် ခု ရေး ဆွဲ နေ ခြင်း ၊ မ စူး စမ်း ရ သေး တဲ့ အိပ် မက် တွေ ရဲ့ ကမ်း ခြေ တွေ ဆီ သို့ ဦး တည် မောင်း နှင် နေ တဲ့ သင်္ ဘော သား တစ် ယောက်
love,အိမ် မွေး တိ ရစ် ဆာန် လေး နဲ့ မျှ ဝေ ခံ စား ရ တဲ့ တိတ် ဆိတ် ငြိမ် သက် တဲ့ အ ခိုက် အ တန့် ထဲ က နူး ညံ့ ကြင် နာ မှု
joy,ရယ် မော သံ တွေ လေ ထဲ မှာ ပဲ့ တင် ထပ် နေ တယ် ၊ စိတ် ဓာတ် ကို ပို မို မြင့် မား စေ တဲ့ ပျော် ရွှင် မှု ရဲ့ သံ ပြိုင် သီ ချင်း
joy,ဘ လော့ဂ် ပို့စ် အ သစ် တစ် ခု ခု ပဲ တင် လိုက် တယ် ဝင် ကြည့် လိုက် ပါ ဦး
sadness,မင်း မ ရှိ တဲ့ ကမ် ဘာ ကြီး က အ ရောင် မ ရှိ တော့ သ လို ပဲ
joy,အောင် မြင် မှု ရဲ့ တောင် ထိပ် တွေ ကို ဂုဏ် ယူ စွာ တက် ရောက် နေ ခြင်း ၊ စိန် ခေါ် မှု တွေ ကို အောင် နိုင် ပြီး အောင် မြင် မှု ရဲ့ အ လံ ကို စိုက် ထူ နေ တဲ့ တောင် တက် သ မား တစ် ယောက်
sadness,အ ကြိုက် ဆုံး စာ အုပ် အ ကြံ ပြု ချက် တွေ ကို အ တန်း ဖော် တွေ နဲ့ မျှ ဝေ နေ ပါ တယ် စာ အုပ် က လပ် ငယ် တစ် ခု တည် ဆောက် နေ ခြင်း
joy,ကျောင်း ပ ရ ဟိ တ အ စီ အ စဉ် တစ် ခု အ တွက် အောင် မြင် စွာ ရန် ပုံ ငွေ ရှာ ဖွေ နိုင် ခဲ့ ခြင်း လူ မှု အ သိုင်း အ ဝိုင်း ကို ပြန် လည် ပေး ဆပ် ခြင်း ရဲ့ ပျော် ရွှင် မှု !
anger,စိတ် ပျက် မှု က ပေါက် ကွဲ ထွက် လာ တယ် ၊ စိတ် ခံ စား မှု တွေ ရဲ့ မီး တောင် ပေါက် ကွဲ မှု
anger,မ တ ရား မှု နဲ့ ရက် စက် ကြမ်း ကြုတ် မှု ကို မြင် တွေ့ ရ ခြင်း အ ပေါ် စက် ဆုပ် ရွံ ရှာ မှု
sadness,ဝမ်း နည်း ပူ ဆွေး မှု ရဲ့ သံ စုံ တီး ဝိုင်း ထဲ မှာ ၊ မျက် ရည် တိုင်း က တေး သွား တစ် ခု ၊ ဝမ်း နည်း ဖွယ် သံ စဉ် တစ် ခု ကို ရေး စပ် နေ ခြင်း
sadness,ဘာ ကြောင့် ဒီ လောက် ထိ ခံ စား ရ လဲ မ သိ တော့ ဘူး
fear,အ တန်း ထဲ မှာ အ ရှက် ကွဲ မှာ ကို စိုး ရိမ် တဲ့ စိတ် က ကြီး မား လွန်း တယ်
anger,လူ ကြား ထဲ မှာ သိက် ခာ ချ ဖို့ ကြိုး စား တာ ကို လုံး ဝ လက် မ ခံ နိုင် ဘူး
neutral,စက် ဘီး ပြိုင် ပွဲ တစ် ခု ရဲ့ အ လယ် မှာ ၊ တာ ယာ ပေါက် ကွဲ မှု က စက် ဘီး သ မား အ တွက် စိတ် ပျက် မှု ကို ဖြစ် စေ တယ် ၊ သူ က မ မျှော် လင့် ထား တဲ့ အ တား အ ဆီး ကို ရဲ ရင့် စွာ ကျော် လွှား ဖို့ ကြိုး စား ခြင်း
neutral,ဘ ဝ ရဲ့ လှ ပ တဲ့ အ ခိုက် အ တန့် တွေ ကို ပြန် တွေး ပြီး ရင် ထဲ မှာ နွေး ထွေး နေ တာ
anger,အ ခြေ အ မြစ် မ ရှိ ဘဲ လာ စွပ် စွဲ တော့ ရင် ထဲ မှာ ပေါက် ကွဲ ချင် လာ တယ်
sadness,နည်း ပ ညာ က ကျွန် တော် တို့ ရဲ့ နေ ထိုင် မှု ပုံ စံ ကို ပြောင်း လဲ နေ ပါ တယ်
fear,အ မှား တစ် ခု လုပ် မိ ပြီး အ ပြစ် ပေး ခံ ရ မှာ ကို ကြောက် နေ တယ်
fear,နာ နာ ဘာ ဝ တွေ ရဲ့ ခြောက် လှန့် မှု ကို ခံ ရ မှာ ကို စိုး ရိမ် တယ်
neutral,ချစ် ရ သူ နဲ့ အ တူ နေ ဝင် ချိန် ဆည်း ဆာ အ လှ ကို တိတ် တ ဆိတ် ကြည့် နေ ရ တဲ့ အ ချိန်
fear,စိတ် ဓာတ် ကျ ပြီး အ မှောင် ထု ထဲ က မ ထွက် နိုင် တော့ မှာ ကို ကြောက် တယ်
joy,အ နု ပ ညာ ဝါ သ နာ ရှင် တွေ နဲ့ အ တူ လှ ပ တဲ့ နံ ရံ ဆေး ရေး ပန်း ချီ တစ် ခု ဖန် တီး နေ ပါ တယ် ပူး ပေါင်း ဆောင် ရွက် မှု နဲ့ ဖန် တီး မှု ရဲ့ စွမ်း အား !
love,မင်း ရဲ့ ဂ ရု စိုက် မှု တွေ က ငါ့ အ တွက် အ လွန် အ ဖိုး တန် ပါ တယ်
joy,ကျောင်း မှာ ဓာတ် ပုံ က လပ် တစ် ခု စ တင် လိုက် တယ် အ ခိုက် အ တန့် တွေ ကို ဖမ်း ယူ နေ ခြင်း ၊ တစ် ခါ ရိုက် တစ် ပုံ နှုန်း နဲ့ !
sadness,နွေ ရာ သီ ရဲ့ ခံ စား ချက် တွေ နဲ့ ကမ်း ခြေ နေ့ ရက် တွေ ကို လွမ်း နေ ပါ တယ်
suprise,ဒီ လောက် လှ တဲ့ နေ ရာ မျိုး ကို ရောက် လာ ရ လိမ့် မယ် လို့ တစ် ခါ မှ စိတ် မ ကူး ဖူး ဘူး ၊ အံ့ ဩ ဖို့ ကောင်း လိုက် တာ
love,မင်း ရဲ့ ဘေး နား မှာ အ မြဲ တမ်း အား ပေး ဖော် အ ဖြစ် ရှိ နေ မယ်
anger,အ ကြောင်း ပြ ချက် မ ရှိ ဘဲ အ စီ အ စဉ် တွေ အ ကုန် ဖျက် လိုက် လို့ တ ကယ် စိတ် တို တယ်
fear,လူ အုပ် ကြီး ကြား ထဲ ရောက် သွား ရင် အ သက် ရှူ ရ တာ မွန်း ကျပ် လာ တယ်
sadness,အား လုံး က ပုံ ပြင် တွေ လို ပါ ပဲ ၊ အ ဆုံး သတ် က မ လှ ခဲ့ ဘူး
joy,သူ ငယ် ချင်း တွေ နဲ့ တ နင်္ ဂ နွေ နေ့ လည် စာ
anger,အ လုပ် တွေ အ ဆင် မ ပြေ ဘဲ ပျက် စီး ကုန် လို့ စိတ် တို စ ရာ ကြီး
joy,ဘ ဝ ရဲ့ ပျော် ပွဲ ရွှင် ပွဲ ထဲ က ပျော် ရွှင် စ ရာ စွန့် စား ခန်း တစ် ခု ၊ လား ရ ထား ရယ် မော သံ တွေ နဲ့ သ ကြား လုံး အိပ် မက် တွေ က ပျော် ရွှင် ဖွယ် လေ ထု ထဲ မှာ ဝေ့ ဝဲ နေ ခြင်း
fear,မြွေ တစ် ကောင် လမ်း ပေါ် မှာ ဖြတ် သွား တာ မြင် ရင် ခြေ ဖျား လက် ဖျား အေး စက် သွား တယ်
neutral,သူ့ ကို စိတ် ဆိုး အောင် လုပ် မိ လိုက် လို့ ပြန် တောင်း ပန် ဖို့ ဝန် လေး နေ မိ တယ်
neutral,ပျော် ရွှင် စ ရာ သီ ချင်း တွေ ကို နား ထောင် ရင် တောင် ဝမ်း နည်း စိတ် ဝင် လာ ရ တဲ့ နေ့
fear,ဒီ ပိုး ဟပ် ကြီး ငါ့ ဆီ ပျံ လာ ရင် တော့ သေ ရ ချင် တာ ပဲ
joy,ဒီ စ နေ ၊ တ နင်္ ဂ နွေ သူ ငယ် ချင်း တွေ နဲ့ အ တူ အိပ် ယာ ဝင် ပွဲ ကျင်း ပ နေ ပါ တယ် ရယ် မော ခြင်း နဲ့ အ မှတ် တ ရ တွေ ရဲ့ ည တစ် ည အ တွက် ပြင် ဆင် နေ ခြင်း !
joy,လာ မယ့် ပွဲ တော် တစ် ခု အ တွက် စိတ် လှုပ် ရှား မှု တွေ ဖြစ် ပေါ် လာ ခြင်း
joy,လာ မယ့် စွန့် စား ခန်း တစ် ခု အ တွက် စိတ် လှုပ် ရှား မှု တွေ ဖြစ် ပေါ် လာ ခြင်း
love,မင်း က ငါ့ ရင် ထဲ က ထာ ဝ ရ ပွင့် လန်း နေ မယ့် ပန်း လေး တစ် ပွင့် ပါ
anger,အ ရာ ရာ ကို ကိုယ် ပဲ အ ရှုံး ပေး နေ ရ တာ တ ကယ် ကို ရင် နာ ပြီး ဒေါ သ ထွက် တယ်
neutral,အ ဝတ် လျှော် ပြီး နေ လှန်း ထား တဲ့ အ ဝတ် တွေ ရဲ့ အ နံ့ က တ ကယ့် ကို လန်း ဆန်း စေ တယ်
anger,ငါ့ ရဲ့ စိတ် ရှည် မှု ကို လာ ပြီး စမ်း သပ် နေ တာ လား လို့ တွေး မိ တယ်
anger,ဒီ လောက် အ ရေး ကြီး နေ တာ ကို ဆော့ က စား နေ ကြ လို့ ဒေါ သ ထွက် မိ တယ်
love,မင်း က ငါ့ ရဲ့ ကမ် ဘာ ဦး အ စ က တည်း က သတ် မှတ် ထား တဲ့ အ ချစ် ဦး ပါ
,စ ကား ကို အ ကောင်း မ ပြော ဘဲ အ မြဲ တမ်း ရွဲ့ နေ တာ ကို အ မြင် ကတ် တယ်
joy,မော်လ် ဒိုက် ရဲ့ ကောင်း ကင် ပြာ ရောင် ရေ ပြင် ပေါ် မှာ ရွက် လွှင့် နေ ခြင်း ၊ လှိုင်း လုံး တိုင်း က ပ ရ ဒိ သု ဘုံ ထဲ က တည် ငြိမ် အေး ချမ်း မှု ရဲ့ တီး တိုး သံ
suprise,ဟင် ... ဒါ တ ကယ် ကြီး ဖြစ် နိုင် လို့ လား ၊ အံ့ ဩ စ ရာ ကောင်း လွန်း လို့ ရင် တွေ ခုန် နေ ပြီ
fear,မ တ ရား မှု ကို ဆန့် ကျင် မ ရပ် တည် ခဲ့ မိ တဲ့ အ တွက် ရှက် ရွံ့ မိ တဲ့ အ ခိုက် အ တန့်
fear,စစ် ပွဲ ဒဏ် ကြောင့် အိုး အိမ် မဲ့ ဖြစ် သွား မှာ ကို စိုး ရိမ် တယ်
neutral,ရေ နစ် လု နီး ပါး ဖြစ် သွား ရာ က နေ ကံ ကောင်း ထောက် မ စွာ လွတ် မြောက် လာ တဲ့ အ ခါ
neutral,ငါ့ ပိုက် ဆံ အိတ် ဘယ် နား ထား မိ ပါ လိမ့် ရှာ လို့ မ တွေ့ တော့ ဘူး စိတ် ပူ လိုက် တာ
love,မင်း ရဲ့ ချစ် ခြင်း မေတ် တာ တွေ က ငါ့ ကို အ သက် ရှင် ရ ကျိုး နပ် စေ တယ်
suprise,ကံ ကြမ် မာ က မ မျှော် လင့် ဘဲ ငါ့ ဘက် ကို လှည့် ပြီး ပြုံး ပြ လိုက် သ လို မျိုး ခံ စား ရ တယ်
love,မင်း က ငါ့ ရဲ့ ဒီ ကမ် ဘာ ပေါ် မှာ အ လှ ပ ဆုံး သော အ မှန် တ ရား ပဲ
love,မိ သား စု ပြန် လည် ဆုံ စည်း ပွဲ အ တွင်း မျှ ဝေ ခံ စား ခဲ့ ရ တဲ့ ရယ် မော သံ တွေ အ တွက် ရင် ထဲ က ကျေး ဇူး တင် ခြင်း
joy,ရုပ် ရှင် ကောင်း တစ် ကား နဲ့ နွေး ထွေး တဲ့ ည နေ ခင်း
suprise,LadyGaga ပွဲ ရဲ့ မီး မောင်း ထိုး မှု အောက် မှာ ၊ ဝတ် စုံ ပြောင်း လဲ မှု တိုင်း က ဖန် တီး မှု နဲ့ အ နု ပ ညာ ရဲ့ ပုံ စံ ပြောင်း လဲ မှု တစ် ခု
suprise,မျက် စိ ရှေ့ မှာ မြင် နေ ရ တဲ့ မြင် ကွင်း က တ ကယ့် ကို အံ့ မ ခန်း အံ့ ဩ စ ရာ အ လှ တ ရား ပဲ
anger,ပြော ရက် လိုက် တာ ဆို ပြီး မျက် ရည် ကျ မ တတ် ဒေါ သ ထွက် ရ တဲ့ နေ့
sadness,အ ထီး ကျန် မှု ရဲ့ သဲ ကန် တာ ရ ထဲ မှာ လှည့် လည် သွား လာ နေ ခြင်း ၊ ခြေ လှမ်း တိုင်း က လေး လံ တဲ့ သက် ပြင်း ချ သံ ၊ ချိတ် ဆက် မှု ရဲ့ တံ လျှပ် တွေ က တောက် ပ နေ ပေ မယ့် ဘယ် တော့ မှ အ ကောင် အ ထည် မ ပေါ် ခြင်း
neutral,လူ တွေ ရဲ့ အ ပြော အ ဆို တွေ ကြောင့် စိတ် ဒဏ် ရာ ရ ပြီး ဝမ်း နည်း ပက် လက် ဖြစ် ရ တဲ့ နေ့
fear,စီး ပွား ရေး ပျက် စီး ပြီး လမ်း ဘေး ရောက် သွား မှာ ကို ကြောက် တယ်
fear,ပြန် ပေး ဆွဲ ခံ ရ ရင် ဘယ် သူ မှ လာ မ ကယ် နိုင် မှာ ကို ပူ ပန် တယ်
suprise,အ မေ ဇုန် မိုး သစ် တော ရဲ့ အ လယ် မှာ ၊ တော ရိုင်း တိ ရစ် ဆာန် တွေ ရဲ့ သံ စုံ တီး ဝိုင်း က သ ဘာ ဝ တ ရား ရဲ့ အံ့ ဖွယ် ရာ တွေ ရဲ့ တီး ဝိုင်း တစ် ခု ကို ဖန် တီး နေ ခြင်း
sadness,အိပ် မက် တွေ က ပျက် စီး သွား ပြီ
sadness,ကျယ် ပြန့် တဲ့ သ တင်း အ ချက် အ လက် ပင် လယ် ထဲ မှာ ပျောက် ဆုံး နေ ခြင်း ၊ ဒစ် ဂျစ် တယ် သ မုဒ် ဒ ရာ ထဲ က လျစ် လျူ ရှု ထား တဲ့ လှိုင်း လုံး တစ် ခု
joy,အောင် မြင် တဲ့ ထုတ် ကုန် မိတ် ဆက် ပွဲ တစ် ခု ရဲ့ အ လွန် အ မင်း ပျော် ရွှင် မှု
suprise,စူး စမ်း လို စိတ် က မ သိ သေး တဲ့ အ ရာ တွေ ကို စူး စမ်း ရှာ ဖွေ ဖို့ တွန်း အား ပေး နေ ခြင်း ၊ မ ရောက် ဖူး သေး တဲ့ နယ် မြေ တွေ ထဲ က ဗ ဟု သု တ ရှာ ဖွေ သူ တစ် ယောက်
love,မင်း ကို ချစ် ရ တဲ့ အ တွက် ငါ့ ကိုယ် ငါ သိပ် ကို ကံ ကောင်း တယ် လို့ ထင် မိ တယ်
suprise,နှင်း တွေ ကျ နေ တဲ့ မြင် ကွင်း က ပန်း ချီ ကား တစ် ချပ် လို ပဲ အံ့ သြ ဖို့ ကောင်း တယ် ၊
love,ဘ ဝ ရဲ့ ကောင်း ချီး မင်္ ဂ လာ တွေ အ တွက် ကျေး ဇူး တင် မှု တွေ ပြည့် လျှံ နေ ပါ တယ်
