Text,Text-MM,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
Heartfelt gratitude for the laughter shared during a family reunion. ,မိသားစု ပြန်လည်ဆုံစည်းပွဲအတွင်း မျှဝေခံစားခဲ့ရတဲ့ ရယ်မောသံတွေအတွက် ရင်ထဲက ကျေးဇူးတင်ခြင်း။, Gratitude  ,2017-12-28 19:15:00, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22.0,45.0, Austria         ,2017,12,28,19
"Embarking on a culinary odyssey, savoring flavors around the world. ",အစားအသောက် ခရီးရှည်တစ်ခုကို စတင်ခြင်း၊ ကမ္ဘာတစ်ဝှမ်းက အရသာတွေကို အရသာခံခြင်း။, CulinaryOdyssey ,2019-03-02 20:20:00, CulinaryExplorer , Twitter  , #CulinaryOdyssey #FlavorsAroundTheWorld ,35.0,70.0, Belgium         ,2019,3,2,20
Euphoria floods in as the final puzzle piece fits perfectly.       ,နောက်ဆုံး ပဟေဠိအပိုင်းအစ ကွက်တိဖြစ်သွားချိန်မှာ အလွန်အမင်း ပျော်ရွှင်မှုတွေ ပြည့်လျှံလာပါတယ်။, Euphoria     ,2022-06-08 15:30:00, PuzzleSolver    , Instagram , #Euphoria #PerfectPuzzle               ,20.0,40.0, Denmark         ,2022,6,8,15
Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,ရှေးဟောင်း ဘုရားရှိခိုးကျောင်းကြီးတစ်ခုရဲ့ ရှုပ်ထွေးတဲ့ ဗိသုကာလက်ရာရဲ့ ခမ်းနားထည်ဝါမှုကြောင့် အံ့သြတကြီး ငေးမောမိပါတယ်။, Awe    ,2018-08-18 14:45:00, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18.0,35.0, Czech Republic  ,2018,8,18,14
Curiosity awakened by the mysteries of an ancient archaeological site. ,ရှေးဟောင်းသုတေသန နေရာတစ်ခုရဲ့ လျှို့ဝှက်ဆန်းကြယ်မှုတွေကြောင့် စူးစမ်းလိုစိတ် နိုးကြားလာပါတယ်။, Curiosity  ,2015-11-08 10:00:00, ArchaeologyEnthusiast , Instagram , #Curiosity #AncientMysteries          ,18.0,35.0, Australia ,2015,11,8,10
Giddy with excitement as the first snowflakes dance from the sky. ,ပထမဆုံး နှင်းပွင့်လေးတွေ ကောင်းကင်ကနေ ကခုန်ကျလာချိန်မှာ စိတ်လှုပ်ရှားမှုကြောင့် မူးဝေနောက်ကျိနေပါတယ်။, Excitement   ,2020-12-02 17:30:00, SnowfallEnthusiast , Twitter  , #Excitement #SnowfallMagic             ,22.0,45.0, Canada         ,2020,12,2,17
Contentment envelops as the aroma of freshly baked bread fills the air. ,လတ်လတ်ဆတ်ဆတ် ဖုတ်ထားတဲ့ ပေါင်မုန့်ရဲ့ ရနံ့က လေထဲမှာ ပြည့်နှက်နေချိန်မှာ ကျေနပ်မှုက လွှမ်းခြုံလာပါတယ်။, Contentment ,2017-06-10 12:15:00, BreadLover     , Instagram , #Contentment #FreshBreadAroma          ,28.0,55.0, France          ,2017,6,10,12
Inspired by the resilience of a lone tree standing tall in a storm. ,မုန်တိုင်းထဲမှာ မားမားမတ်မတ် ရပ်တည်နေတဲ့ တစ်ပင်တည်းသော သစ်ပင်ရဲ့ ကြံ့ကြံ့ခံနိုင်ရည်ကြောင့် စိတ်အားတက်ကြွမှု ရရှိပါတယ်။, Resilience   ,2021-04-15 14:20:00, NatureResilient , Facebook , #Resilience #StandingTall              ,35.0,70.0, USA             ,2021,4,15,14
"Lost in the pages of a captivating novel, transported to another world. ",စွဲမက်ဖွယ် ဝတ္ထုတစ်အုပ်ရဲ့ စာမျက်နှာတွေထဲမှာ ပျောက်ဆုံးနေခြင်း၊ အခြားကမ္ဘာတစ်ခုဆီသို့ သယ်ဆောင်သွားခြင်း။, Immersion ,2019-09-28 19:45:00, Bookworm       , Twitter  , #Immersion #CaptivatingNovel           ,20.0,40.0, UK              ,2019,9,28,19
Drenched in nostalgia while flipping through an old family photo album. ,မိသားစု ဓာတ်ပုံအယ်လ်ဘမ်ဟောင်းတစ်ခုကို လှန်လှောကြည့်ရင်း အတိတ်ကိုတမ်းတစိတ်တွေနဲ့ စိုရွှဲနေပါတယ်။, Nostalgia ,2016-12-05 21:00:00, FamilyHistorian , Instagram , #Nostalgia #FamilyPhotoAlbum           ,25.0,50.0, India          ,2016,12,5,21
Spark of inspiration ignites like a shooting star in the night sky. ,စိတ်ကူးစိတ်သန်းရဲ့ မီးပွားက ညကောင်းကင်ထဲက ကြယ်ကြွေတစ်ခုလို တောက်လောင်လာပါတယ်။, Spark        ,2018-02-10 23:30:00, NightSkyWatcher , Facebook , #Spark #InspirationIgnited             ,30.0,60.0, Australia      ,2018,2,10,23
Imbued with gratitude for the simple pleasure of a warm cup of tea. ,နွေးထွေးတဲ့ လက်ဖက်ရည်တစ်ခွက်ရဲ့ ရိုးရှင်းတဲ့ ပျော်ရွှင်မှုအတွက် ကျေးဇူးတင်စိတ်တွေနဲ့ ပြည့်နှက်နေပါတယ်။, Gratitude    ,2023-02-15 08:30:00, TeaEnthusiast  , Twitter  , #Gratitude #WarmTea                    ,18.0,35.0, Japan           ,2023,2,15,8
Marveling at the kaleidoscope of colors in a vibrant street market. ,တက်ကြွတဲ့ လမ်းဘေးဈေးတစ်ခုက အရောင်အသွေးစုံလင်တဲ့ ကမ္ဘာ့ရုပ်စုံကြည့်မှန်ကို အံ့သြတကြီး ငေးမောနေပါတယ်။, Marvel       ,2015-08-22 15:00:00, MarketExplorer , Instagram , #Marvel #ColorfulStreetMarket          ,22.0,45.0, Brazil          ,2015,8,22,15
Awash with serenity as the sun sets over a tranquil lakeside retreat. ,တည်ငြိမ်အေးချမ်းတဲ့ ကန်နဘေး အပန်းဖြေစခန်းတစ်ခုအပေါ် နေဝင်ချိန်မှာ တည်ငြိမ်အေးချမ်းမှုတွေနဲ့ ပြည့်နှက်နေပါတယ်။, Serenity   ,2020-11-20 18:45:00, LakesideRetreater , Facebook , #Serenity #TranquilSunset              ,28.0,55.0, Germany       ,2020,11,20,18
Drowning in sorrow as memories of lost love resurface.            ,ဆုံးရှုံးသွားတဲ့ အချစ်ရဲ့ အမှတ်တရတွေ ပြန်ပေါ်လာချိန်မှာ ဝမ်းနည်းမှုထဲမှာ နစ်မြုပ်နေပါတယ်။, Heartbreak    ,2019-08-05 21:00:00, LostInLove      , Instagram , #Heartbreak #LostLove                    ,15.0,30.0, USA             ,2019,8,5,21
Numbness sets in as the weight of loneliness grows heavier.       ,အထီးကျန်မှုရဲ့ ဝန်ထုပ်ဝန်ပိုးက ပိုလေးလာချိန်မှာ ထုံကျင်မှု ဝင်လာပါတယ်။, Loneliness    ,2021-02-12 16:45:00, SolitudeSeeker , Twitter  , #Loneliness #HeavyHeart                  ,18.0,35.0, Canada          ,2021,2,12,16
"Tears fall like raindrops, mourning the end of a cherished friendship. ",မျက်ရည်တွေက မိုးစက်တွေလို ကျဆင်းနေတယ်၊ တန်ဖိုးထားရတဲ့ သူငယ်ချင်းဆက်ဆံရေးတစ်ခုရဲ့ အဆုံးသတ်အတွက် ဝမ်းနည်းပူဆွေးနေခြင်း။, Grief      ,2020-11-28 14:20:00, FriendshipsEnd  , Facebook , #Grief #LostFriendship                  ,22.0,45.0, UK              ,2020,11,28,14
"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",စိတ်ပျက်အားငယ်မှုက စိတ်ကို တိမ်ဖုံးနေတယ်၊ အဆုံးမရှိတဲ့ အမှောင်ပင်လယ်ထဲမှာ လေလွင့်နေတယ်လို့ ခံစားရခြင်း။, Despair   ,2016-05-15 22:30:00, LostInDarkness  , Instagram , #Despair #EndlessDarkness               ,28.0,55.0, Australia        ,2016,5,15,22
"Shattered by betrayal, trust crumbles like fragile glass.          ",သစ္စာဖောက်မှုကြောင့် ကွဲကြေသွားခြင်း၊ ယုံကြည်မှုက ကြေလွယ်တဲ့ ဖန်သားလို ပြိုကျသွားခြင်း။, Betrayal      ,2018-09-10 13:15:00, BrokenTrust     , Twitter  , #Betrayal #ShatteredTrust               ,22.0,45.0, Germany         ,2018,9,10,13
"Aching heart, the symphony of pain plays in the silence of solitude. ",နာကျင်နေတဲ့ နှလုံးသား၊ နာကျင်မှုရဲ့ သံစုံတီးဝိုင်းက အထီးကျန်မှုရဲ့ တိတ်ဆိတ်မှုထဲမှာ တီးခတ်နေခြင်း။, Suffering ,2022-03-20 19:30:00, SilentSufferer  , Facebook , #Suffering #HeartacheSymphony          ,25.0,50.0, Brazil          ,2022,3,20,19
"Emotional storm, a whirlwind of sadness engulfs every thought.    ",စိတ်ခံစားမှု မုန်တိုင်း၊ ဝမ်းနည်းမှုရဲ့ လေပွေက အတွေးတိုင်းကို ဝါးမြိုသွားခြင်း။, EmotionalStorm ,2017-07-18 17:45:00, StormyFeelings  , Instagram , #EmotionalStorm #SadnessWhirlwind      ,30.0,60.0, India          ,2017,7,18,17
"Haunted by regrets, the ghost of the past lingers relentlessly.   ",နောင်တတွေကြောင့် ခြောက်လှန့်ခံနေရခြင်း၊ အတိတ်ရဲ့ တစ္ဆေက မရပ်မနား လှည့်လည်နေခြင်း။, Regret        ,2018-12-15 10:00:00, LingeringGhost  , Twitter  , #Regret #HauntedPast                    ,18.0,35.0, France         ,2018,12,15,10
"Torn apart by grief, the echoes of loss reverberate through the soul. ",ဝမ်းနည်းပူဆွေးမှုကြောင့် စုတ်ပြဲသွားခြင်း၊ ဆုံးရှုံးမှုရဲ့ ပဲ့တင်သံတွေက စိတ်ဝိညာဉ်တစ်လျှောက် ပြန်ဟပ်နေခြင်း။, Grief      ,2015-06-28 21:15:00, EchoesOfLoss    , Facebook , #Grief #TornApart                       ,28.0,55.0, Italy         ,2015,6,28,21
"Isolation deepens, an emotional winter where warmth is but a distant memory. ",အထီးကျန်မှုက ပိုမိုနက်ရှိုင်းလာတယ်၊ နွေးထွေးမှုက အဝေးက အမှတ်တရတစ်ခုသာဖြစ်တဲ့ စိတ်ခံစားမှု ဆောင်းရာသီ။, Isolation ,2020-04-02 14:20:00, WinterOfEmotions , Instagram , #Isolation #EmotionalWinter            ,35.0,70.0, Japan       ,2020,4,2,14
"Soul-crushing disappointment, hopes shattered like fragile glass. ",စိတ်ဝိညာဉ်ကို ကြေမွစေတဲ့ စိတ်ပျက်မှု၊ မျှော်လင့်ချက်တွေက ကြေလွယ်တဲ့ ဖန်သားလို ကွဲကြေသွားခြင်း။, Disappointment ,2019-10-08 18:30:00, ShatteredHopes  , Twitter  , #Disappointment #CrushedHopes          ,20.0,40.0, Spain        ,2019,10,8,18
"Painful echoes of a love once cherished, now lost in the abyss of time. ",တစ်ချိန်က တန်ဖိုးထားခဲ့တဲ့ အချစ်ရဲ့ နာကျင်ဖွယ် ပဲ့တင်သံတွေ၊ အခု အချိန်ရဲ့ နက်ရှိုင်းသောတွင်းထဲမှာ ပျောက်ဆုံးနေခြင်း။, LostLove ,2016-11-22 09:45:00, AbyssOfTime     , Facebook , #LostLove #PainfulEchoes               ,22.0,45.0, Netherlands  ,2016,11,22,9
"Heartache deepens, a solitary journey through the abyss of despair. ",နှလုံးသားနာကျင်မှုက ပိုမိုနက်ရှိုင်းလာတယ်၊ စိတ်ပျက်အားငယ်မှုရဲ့ နက်ရှိုင်းသောတွင်းထဲက တစ်ကိုယ်တည်း ခရီးစဉ်။, Despair   ,2022-08-18 22:00:00, SolitaryDescent , Instagram , #Despair #AbyssOfHeartache             ,40.0,80.0, South Africa ,2022,8,18,22
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",ဝမ်းနည်းမှုက ဆက်ရှိနေတယ်၊ အထီးကျန်မှုရဲ့ တိတ်ဆိတ်ငြိမ်သက်မှုထဲက ချိုမြိန်ခါးသက်တဲ့ တေးသံ။, Melancholy ,2017-03-12 23:30:00, SerenadeOfSolitude , Twitter , #Melancholy #QuietSerenade             ,18.0,35.0, UK         ,2017,3,12,23
"Bitterness like a poison, seeping into every crevice of the wounded heart. ",အဆိပ်လို ခါးသီးမှု၊ ဒဏ်ရာရနေတဲ့ နှလုံးသားရဲ့ အက်ကွဲကြောင်းတိုင်းထဲသို့ စိမ့်ဝင်နေခြင်း။, Bitterness ,2015-12-15 16:15:00, PoisonedHeart   , Facebook , #Bitterness #WoundedHeart              ,25.0,50.0, Australia   ,2015,12,15,16
"Emotional exhaustion, the weight of the world crushing weary shoulders. ",စိတ်ခံစားမှု ပင်ပန်းနွမ်းနယ်ခြင်း၊ ကမ္ဘာလောကရဲ့ ဝန်ထုပ်ဝန်ပိုးက ပင်ပန်းနေတဲ့ ပခုံးတွေကို ကြိတ်ချေနေခြင်း။, Exhaustion ,2021-09-05 13:30:00, WearySoulCrushed , Instagram , #Exhaustion #CrushedSpirit             ,35.0,70.0, Canada     ,2021,9,5,13
"Sorrowful echoes, a symphony of pain played by the strings of loss. ",ဝမ်းနည်းဖွယ် ပဲ့တင်သံတွေ၊ ဆုံးရှုံးမှုရဲ့ ကြိုးတွေနဲ့ တီးခတ်တဲ့ နာကျင်မှုရဲ့ သံစုံတီးဝိုင်း။, Sorrow      ,2018-05-22 20:45:00, StringsOfSorrow , Twitter  , #Sorrow #SymphonyOfLoss                ,18.0,35.0, Germany     ,2018,5,22,20
"Darkness descends, engulfing the soul in the shadows of despair.  ",အမှောင်ထု ကျဆင်းလာပြီး၊ စိတ်ဝိညာဉ်ကို စိတ်ပျက်အားငယ်မှုရဲ့ အရိပ်တွေထဲမှာ ဝါးမြိုသွားခြင်း။, Darkness     ,2016-07-10 18:20:00, SoulInShadow    , Facebook , #Darkness #SoulEngulfed                 ,28.0,55.0, USA         ,2016,7,10,18
"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",စိတ်အားထက်သန်မှုက တီးတိုးပြောတယ်၊ နက်ရှိုင်းသောတွင်းထဲက မျှော်လင့်ချက် အလင်းတန်းလေးတစ်ခုအတွက် တိတ်ဆိတ်စွာ တောင်းပန်ခြင်း။, Desperation ,2019-04-30 14:00:00, WhisperedDespair , Instagram , #Desperation #GlimmerOfHope            ,22.0,45.0, France    ,2019,4,30,14
"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",အပျက်အစီးတွေကြားက နှလုံးသား၊ ကွဲကြေသွားတဲ့ အိပ်မက်တွေရဲ့ အကြွင်းအကျန်တွေက လေထဲမှာ ပြန့်ကျဲနေခြင်း။, Ruins      ,2022-01-08 11:30:00, DreamsInWind    , Twitter  , #Ruins #ShatteredDreams                ,20.0,40.0, Brazil     ,2022,1,8,11
"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",ကွဲကြေသွားတဲ့ အိပ်မက်တစ်ခုရဲ့ ပဲ့တင်သံတွေကြောင့် ကွဲကြေသွားခြင်း၊ မျှော်လင့်ချက် အပိုင်းအစတွေ ပြန့်ကျဲနေခြင်း။, Desolation ,2017-09-10 19:15:00, DreamEchoes , Twitter , #Desolation #ScatteredHope ,20.0,40.0, Australia ,2017,9,10,19
"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",နောင်တရဲ့ ဆူးတွေကို ရှောင်ရှားရင်း၊ နောင်တရဲ့ လမ်းပေါ်မှာ ခြေဗလာနဲ့ လျှောက်လှမ်းနေခြင်း။, Regret ,2022-04-18 11:30:00, RemorseWalker , Instagram , #Regret #PathOfRemorse ,25.0,50.0, Canada ,2022,4,18,11
"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",ဝမ်းနည်းပူဆွေးမှုရဲ့ ဝင်္ကပါထဲမှာ၊ နံရံတွေက ဆုံးရှုံးသွားတဲ့ ပျော်ရွှင်မှုရဲ့ ခြေသံတွေနဲ့ ပဲ့တင်ထပ်နေခြင်း။, Grief ,2018-12-05 21:45:00, JoyLabyrinth , Facebook , #Grief #LostJoyFootsteps ,18.0,35.0, USA ,2018,12,5,21
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",အထီးကျန်မှု ပင်လယ်ထဲမှာ လေလွင့်နေတဲ့ စိတ်ဝိညာဉ်၊ အထီးကျန်မှုရဲ့ လှိုင်းလုံးတွေက မရပ်မနား ရိုက်ခတ်နေခြင်း။, Loneliness ,2016-06-28 14:20:00, SolitudeSeas , Twitter , #Loneliness #CrashingWaves ,22.0,45.0, UK ,2016,6,28,14
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",သစ္စာဖောက်မှုရဲ့ ခါးသီးမှု၊ ကျန်ရစ်နေတဲ့ အရသာ၊ ယုံကြည်မှုရဲ့ အာခေါင်ကို စွန်းထင်းစေခြင်း။, Bitterness ,2019-10-22 17:00:00, PalateStainer , Instagram , #Bitterness #StainedTrust ,15.0,30.0, Germany ,2019,10,22,17
"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",မျှော်လင့်ချက်ရဲ့ အပျက်အစီးတွေထဲမှာ၊ ကွဲကြေသွားတဲ့ အိပ်မက်တွေရဲ့ ပဲ့တင်သံတွေက ဆုံးရှုံးမှုရဲ့ ပုံပြင်တွေကို တီးတိုးပြောပြနေခြင်း။, Desolation ,2021-03-15 22:45:00, HopeRuins , Facebook , #Desolation #WhisperedLoss ,28.0,55.0, Brazil ,2021,3,15,22
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",နှလုံးကြေကွဲမှု သမုဒ္ဒရာထဲမှာ ကျောက်တုံးလို နစ်မြုပ်နေခြင်း၊ လှိုင်းဂယက်တိုင်းက စိတ်ပျက်အားငယ်မှုရဲ့ သက်ပြင်းချသံ။, Heartbreak ,2017-08-10 19:30:00, OceanSinker , Twitter , #Heartbreak #RippleOfDespair ,22.0,45.0, France ,2017,8,10,19
"Tears, the ink staining the pages of a journal, a testament to silent grief. ",မျက်ရည်တွေ၊ ဒိုင်ယာရီရဲ့ စာမျက်နှာတွေကို စွန်းထင်းစေတဲ့ မှင်၊ တိတ်ဆိတ်စွာ ဝမ်းနည်းပူဆွေးမှုရဲ့ သက်သေ။, Grief ,2023-01-28 14:30:00, InkJournalist , Instagram , #Grief #SilentTears ,30.0,60.0, India ,2023,1,28,14
"In the wasteland of lost trust, the echoes of broken promises reverberate. ",ဆုံးရှုံးသွားတဲ့ ယုံကြည်မှုရဲ့ မြေရိုင်းလွင်ပြင်ထဲမှာ၊ ကတိပျက်ခြင်းရဲ့ ပဲ့တင်သံတွေက ပြန်ဟပ်နေခြင်း။, Betrayal ,2016-12-12 10:00:00, TrustWasteland , Facebook , #Betrayal #ReverberatingPromises ,25.0,50.0, Italy ,2016,12,12,10
"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",ကွဲကြေသွားတဲ့ အိပ်မက်တွေရဲ့ အပိုင်းအစတွေကို ရှောင်ရှားရင်း၊ ကြံ့ကြံ့ခံနိုင်ရည်ရဲ့ ကြိုးတန်းပေါ်မှာ လျှောက်လှမ်းနေခြင်း။, Resilience ,2020-07-18 15:15:00, DreamTightrope , Twitter , #Resilience #TightropeWalk ,35.0,70.0, Japan ,2020,7,18,15
"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",တစ်ချိန်က ရယ်မောသံတွေ ရှင်သန်ခဲ့တဲ့ အထီးကျန်မှုရဲ့ တိတ်ဆိတ်မှုထဲမှာ အသက်ရှူကြပ်နေခြင်း။, Isolation ,2022-05-20 20:30:00, EchoedLaughter , Instagram , #Isolation #SilentSolitude ,30.0,60.0, South Africa ,2022,5,20,20
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",ဆုံးရှုံးသွားတဲ့ ဖြစ်နိုင်ခြေတွေရဲ့ တစ္ဆေကြောင့် ခြောက်လှန့်ခံနေရခြင်း၊ မှေးမှိန်ဖို့ ငြင်းဆန်နေတဲ့ တစ္ဆေ။, Regret ,2019-11-08 14:45:00, PossibilityGhost , Twitter , #Regret #FadingPossibilities ,18.0,35.0, Spain ,2019,11,8,14
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",စိတ်ပျက်အားငယ်မှုရဲ့ ဝင်္ကပါထဲမှာ၊ ကွဲကြေနေတဲ့ နှလုံးသားရဲ့ ပဲ့တင်သံတွေက အဆုံးမရှိ ပြန်ဟပ်နေခြင်း။, Despair ,2017-03-28 22:00:00, EndlessLabyrinth , Facebook , #Despair #EndlessReverberation ,28.0,55.0, Australia ,2017,3,28,22
"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",ဝမ်းနည်းမှု မြစ်ထဲက ဆောင်းဦး သစ်ရွက်တွေလို နစ်မြုပ်နေခြင်း၊ ရေစီးကြောင်းနဲ့အတူ မျောပါသွားခြင်း။, Sorrow ,2020-09-15 18:15:00, RiverOfSorrow , Instagram , #Sorrow #AutumnLeaves ,22.0,45.0, Canada ,2020,9,15,18
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",ကွဲကြေသွားတဲ့ အိပ်မက်တွေရဲ့ ဥယျာဉ်ထဲမှာ၊ ပွင့်ချပ်တွေ ကြွေကျနေတယ်၊ ကွဲကြေသွားတဲ့ မျှော်လင့်ချက်တွေရဲ့ တိတ်ဆိတ်တဲ့ သက်သေ။, Desolation ,2018-06-10 13:30:00, DreamGardener , Twitter , #Desolation #ShatteredHopes ,20.0,40.0, UK ,2018,6,10,13
"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",မျက်ရည်တွေ၊ ဝမ်းနည်းပူဆွေးမှုရဲ့ ငွေကြေး၊ ဆုံးရှုံးသွားတဲ့ အချစ်နဲ့ တမ်းတမှုရဲ့ ဈေးကွက်ထဲမှာ သုံးစွဲခြင်း။, Grief ,2016-12-22 21:45:00, CurrencyOfTears , Facebook , #Grief #LostLoveLonging ,25.0,50.0, USA ,2016,12,22,21
"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",သစ္စာဖောက်မှုရဲ့ ဝင်္ကပါထဲမှာ လှည့်လည်သွားလာနေခြင်း၊ လမ်းမှားတိုင်းမှာ နံရံတွေက ပိတ်ဆို့လာခြင်း။, Betrayal ,2021-01-05 16:20:00, MazeWanderer , Instagram , #Betrayal #ClosingWalls ,15.0,30.0, Germany ,2021,1,5,16
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",နှလုံးကြေကွဲမှု မုန်တိုင်းကြောင့် ကြံ့ကြံ့ခံခဲ့ရတဲ့ စိတ်ဝိညာဉ်၊ မုန်တိုင်းပြီးနောက် ငြိမ်သက်မှုထဲမှာ ခိုလှုံရာ ရှာဖွေနေခြင်း။, Heartbreak ,2019-04-18 11:00:00, StormSeeker , Twitter , #Heartbreak #CalmAfterStorm ,22.0,45.0, Brazil ,2019,4,18,11
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",စိတ်ပျက်အားငယ်မှုရဲ့ ကော်ဇောထဲမှာ၊ မျှော်လင့်ချက်ရဲ့ ချည်မျှင်တွေက ပြေလျော့သွားပြီး၊ ဝမ်းနည်းမှုရဲ့ ပုံတူကို ချန်ထားခဲ့ခြင်း။, Despair ,2017-08-28 19:30:00, TapestrySorrow , Facebook , #Despair #UnraveledHope ,18.0,35.0, India ,2017,8,28,19
"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",အချစ်ရဲ့ ဥယျာဉ်ထဲက ညှိုးနွမ်းနေတဲ့ နှင်းဆီလို၊ ပွင့်ချပ်တွေ ကြွေကျနေတယ်၊ အချိန်ကို တိတ်ဆိတ်စွာ လက်နက်ချခြင်း။, Loss ,2023-02-10 14:30:00, WitheredRose , Instagram , #Loss #SilentSurrender ,28.0,55.0, France ,2023,2,10,14
"In the void of heartache, echoes of a love song play, each note a pang of longing. ",နှလုံးသားနာကျင်မှုရဲ့ လေဟာနယ်ထဲမှာ၊ အချစ်သီချင်းတစ်ပုဒ်ရဲ့ ပဲ့တင်သံတွေ တီးခတ်နေတယ်၊ တေးသွားတိုင်းက တမ်းတမှုရဲ့ နာကျင်မှု။, Heartache ,2022-07-10 22:15:00, LoveSongEcho , Instagram , #Heartache #LoveSongLonging ,30.0,60.0, Japan ,2022,7,10,22
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",အတိတ်ကိုတမ်းတခြင်း၊ တန်ဖိုးထားရတဲ့ အမှတ်တရတွေရဲ့ လရောင်အောက်က ကပွဲခန်းမထဲက ချိုမြိန်ခါးသက်တဲ့ အက။, Nostalgia ,2019-05-15 21:30:00, MoonlitMemories , Twitter , #Nostalgia #CherishedMemories ,18.0,35.0, Italy ,2019,5,15,21
"In the symphony of grief, each tear is a note, composing a melancholic melody. ",ဝမ်းနည်းပူဆွေးမှုရဲ့ သံစုံတီးဝိုင်းထဲမှာ၊ မျက်ရည်တိုင်းက တေးသွားတစ်ခု၊ ဝမ်းနည်းဖွယ် သံစဉ်တစ်ခုကို ရေးစပ်နေခြင်း။, Grief ,2018-11-28 14:00:00, SymphonyOfTears , Facebook , #Grief #MelancholicMelody ,22.0,45.0, Germany ,2018,11,28,14
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",သစ္စာဖောက်မှု၊ ယုံကြည်မှုရဲ့ ဥယျာဉ်ထဲမှာ တွားသွားနေတဲ့ အဆိပ်ရှိတဲ့ မြွေ၊ အမြစ်တွေကို အဆိပ်ခတ်ခြင်း။, Betrayal ,2021-03-02 17:45:00, VenomousGarden , Instagram , #Betrayal #PoisonedTrust ,25.0,50.0, Canada ,2021,3,2,17
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",စိတ်ပျက်အားငယ်မှုရဲ့ သဲနွံထဲမှာ နစ်မြုပ်နေခြင်း၊ သင် ပိုရုန်းကန်လေ၊ သင် ပိုနက်ရှိုင်းစွာ နစ်မြုပ်လေ။, Despair ,2016-10-18 19:30:00, QuicksandFighter , Twitter , #Despair #DeepDescent ,20.0,40.0, USA ,2016,10,18,19
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",ဆုံးရှုံးသွားတဲ့ အိပ်မက်တွေရဲ့ သင်္ချိုင်းကုန်းထဲမှာ လှည့်လည်သွားလာနေခြင်း၊ မပြောပြနိုင်တဲ့ ဝမ်းနည်းမှုတွေကို မှတ်သားထားတဲ့ သင်္ချိုင်းကျောက်တိုင်တွေ။, Desolation ,2020-08-15 12:30:00, DreamCemetery , Facebook , #Desolation #UntoldSorrows ,28.0,55.0, France ,2020,8,15,12
"Swept away by the river of regret, the currents of the past refusing to release. ",နောင်တရဲ့ မြစ်ကြောင့် မျောပါသွားခြင်း၊ အတိတ်ရဲ့ ရေစီးကြောင်းတွေက လွှတ်ပေးဖို့ ငြင်းဆန်နေခြင်း။, Regret ,2017-04-28 16:20:00, RegretRiver , Instagram , #Regret #PastCurrents ,18.0,35.0, UK ,2017,4,28,16
"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",ဆုံးရှုံးသွားတဲ့ အချစ်ရဲ့ တီးတိုးသံတွေက နှလုံးသားရဲ့ ထပ်ခိုးထဲမှာ ကျန်ရစ်နေတယ်၊ မေ့လျော့နေပေမယ့် မဖျက်ဆီးနိုင်ခြင်း။, Loss ,2019-09-10 21:00:00, HeartAttic , Twitter , #Loss #ForgottenLove ,22.0,45.0, Australia ,2019,9,10,21
"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",ကတိပျက်ခြင်းတွေရဲ့ ပြခန်းထဲမှာ၊ ကွဲကြေသွားတဲ့ သစ္စာစကားတိုင်းကို ဘောင်ခတ်ထားခြင်း၊ နာကျင်ဖွယ် ပြပွဲ။, Betrayal ,2022-01-28 13:45:00, PromiseGallery , Facebook , #Betrayal #ShatteredVows ,15.0,30.0, Brazil ,2022,1,28,13
