emotion_class,cleaned_text,emotion_clean
neutral,ငါ ဟာ ဘယ် သူ့ အ တွက် မှ အ ရေး မ ပါ တဲ့ လူ တစ် ယောက် ပါ လား လို့ တွေး မိ တဲ့ နေ့ တစ် နေ့,Neutral
fear,လူ အုပ် ကြီး ကြား ထဲ ရောက် သွား ရင် အ သက် ရှူ ရ တာ မွန်း ကျပ် လာ တယ်,Fear
anger,လူ တွေ ရဲ့ တစ် ကိုယ် ကောင်း ဆန် မှု ကို မြင် ရ တာ တ ကယ် ကို ရင် နာ ပြီး ဒေါ သ ထွက် တယ်,Anger
sadness,သစ် စာ ဖောက် မှု ရဲ့ မုန် တိုင်း ကြောင့် ပျက် စီး ဆုံး ရှုံး ခြင်း ၊ ယုံ ကြည် မှု ရဲ့ အ ပျက် အ စီး တွေ က အ ပိုင်း အ စ တွေ လို ပြန့် ကျဲ နေ ခြင်း ၊ က တိ ပျက် ခြင်း ရဲ့ လေ ပြင်း တွေ ကြောင့် စုတ် ပြဲ နေ တဲ့ နှ လုံး သား,Sadness
joy,ပေါ့ ပါး လွတ် လပ် တဲ့ စိတ် ဓာတ် ရဲ့ တက် ကြွ မှု နဲ့ အ တူ ဘ ဝ ကို က ခုန် ဖြတ် သန်း နေ ခြင်း ၊ အ လှည့် အ ပြောင်း တိုင်း မှာ ပျော် ရွှင် မှု နဲ့ စိတ် အား ထက် သန် မှု ကို ပွေ့ ဖက် ခြင်း,Joy
love,မီး အိမ် ဖြစ် တဲ့ စာ နာ မှု နဲ့ အ တူ ၊ ဝမ်း နည်း မှု ရဲ့ မှောင် မိုက် တဲ့ လမ်း ကြား တွေ ထဲ မှာ လှည့် လည် သွား လာ နေ ခြင်း ၊ က ရု ဏာ တ ရား နဲ့ ဂ ရု စိုက် မှု တို့ နဲ့ လမ်း ကို လင်း ထိန် ပေး ခြင်း,Love
fear,စိုး ရိမ် ပူ ပန် မှု က ကျွန် တော့် နှ လုံး သား ကို ဆုပ် ကိုင် ထား ပြီး ၊ စိုး ရိမ် စိတ် တွေ က ကျွန် တော့် အ တွေး တွေ ကို ဖုံး လွှမ်း နေ တယ်,Fear
sadness,တစ် ချိန် က ရယ် မော သံ တွေ ရှင် သန် ခဲ့ တဲ့ အ ထီး ကျန် မှု ရဲ့ တိတ် ဆိတ် မှု ထဲ မှာ အ သက် ရှူ ကြပ် နေ ခြင်း,Sadness
fear,မြေ ပြို တဲ့ သ တင်း တွေ ကြား ပြီး ဒီ တောင် ပေါ် မှာ မ နေ ရဲ တော့ ဘူး,Fear
neutral,ဟိုး အ ရင် က ဖြတ် သန်း ခဲ့ တဲ့ အ မှတ် တ ရ ဟောင်း တွေ ကို သ တိ ရ မိ တယ်,Neutral
joy,ပ ရော ဂျက် အ သစ် တစ် ခု ထဲ သို့ စိတ် အား ထက် သန် စွာ ခုန် ဆင်း ဝင် ရောက် ခြင်း,Joy
anger,အ ရာ ရာ ကို လွယ် လွယ် နဲ့ လာ ပြီး ဖျက် ဆီး ပစ် တာ ဘယ် လို မှ သည်း မ ခံ နိုင် ဘူး,Anger
neutral,ကူ ညီ ပေး ချင် ပေ မယ့် အ ခြေ အ နေ မ ပေး လို့ အား နာ နေ ရ တဲ့ ခံ စား ချက်,Neutral
love,မင်း မျက် လုံး တွေ ကို ကြည့် လိုက် တိုင်း မင်း ကို ချစ် တဲ့ စိတ် တွေ ဝေ စီ လာ တယ်,Love
joy,MichaelJackson ဂုဏ် ပြု ပွဲ မှာ ၊ ဟစ် သီ ချင်း တွေ တစ် လျှောက် moonwalk လုပ် နေ ခြင်း ၊ ပေါ့ပ် ဘု ရင် ကို ဂုဏ် ပြု ခြင်း,Joy
anger,အ ပြော တစ် မျိုး အ လုပ် တစ် မျိုး နဲ့ လူ လိမ် တွေ ကို မြင် ရင် သွေး တက် တယ်,Anger
anger,အ မှား ကို အ မှန် လုပ် ဖို့ ကြိုး စား နေ တာ တ ကယ် ကို ရွံ ရှာ ဖို့ ကောင်း တယ်,Anger
anger,ငါ့ ကို လာ ပြီး အ သုံး ချ ဖို့ မ ကြိုး စား နဲ့ လို့ ပြတ် ပြတ် သား သား ပြော ချင် တယ်,Anger
suprise,ကွန် ပျူ တာ ပျက် သွား ပြီ အောက် မေ့ တာ Restart ချ လိုက် တော့ ပြန် ကောင်း သွား တယ် ၊,Neutral
love,မင်း ရဲ့ လက် က လေး ကို မြဲ မြဲ ကိုင် ပြီး အို မင်း ခြင်း ဆီ လျှောက် လှမ်း မယ်,Love
fear,အ ရိပ် တွေ ကို စူး စမ်း ကြည့် နေ တဲ့ ကြောက် ရွံ့ ဖွယ် မျက် လုံး တွေ ၊ ည ရဲ့ အ ကျဉ်း သား ၊ စိတ် ရဲ့ အ မှောင် မိုက် ဆုံး ထောင့် တွေ က နေ မွေး ဖွား လာ တဲ့ ပုန်း အောင်း နေ တဲ့ မိစ် ဆာ တွေ ကြောင့် ထိတ် လန့် နေ ခြင်း,Fear
fear,အ မှောင် ခန်း ထဲ မှာ မျက် လုံး အ စုံ က စိုက် ကြည့် နေ သ လို ခံ စား ရ တယ်,Fear
joy,မိ သား စု ည စာ စား ပွဲ တစ် ခု ကျင်း ပ ခဲ့ တယ် ၊ ရယ် မော သံ တွေ က ပန်း ကန် ခွက် ယောက် တ ချွင် ချွင် မြည် သံ ထက် ပို ကျယ် လောင် စွာ ပဲ့ တင် ထပ် နေ တဲ့ နေ ရာ မိ သား စု ၊ ပျော် ရွှင် မှု ရဲ့ နှ လုံး သား # မိ သား စု ည စာ စား ပွဲ # အ ကြီး တန်း အိမ် ရှင်,Joy
neutral,ငါ့ ပိုက် ဆံ အိတ် ဘယ် နား ထား မိ ပါ လိမ့် ရှာ လို့ မ တွေ့ တော့ ဘူး စိတ် ပူ လိုက် တာ,Neutral
sadness,အ ထီး ကျန် မှု ၊ ည ဘက် က တိတ် ဆိတ် တဲ့ အ ဖော် ၊ အ ထီး ကျန် မှု ရဲ့ အ ခန်း ထဲ က တစ် ခု တည်း သော ပဲ့ တင် သံ ၊ နှ လုံး သား ရဲ့ တစ် ကိုယ် တည်း ည သီ ချင်း,Sadness
neutral,သူ များ တွေ ရှေ့ မှာ ချော် လဲ ကျ သွား လို့ ရှက် လိုက် တာ မှ ရေ ငုပ် သွား ချင် စိတ် ပေါက် တယ်,Neutral
fear,အ နု ပ ညာ သင် တန်း မှာ ဆေး မ တော် တ ဆ ဖိတ် ကျ သွား တယ် Abstract အ နု ပ ညာ ၊ ဟုတ် တယ် မ လား # အ နု ပ ညာ သင် တန်း စွန့် စား ခန်း များ # အ ထက် တန်း ကျောင်း သား အ နု ပ ညာ ရှင်,Fear
suprise,ဒီ ပွဲ က ငါ့ ကို ဂုဏ် ပြု တဲ့ ပွဲ ဖြစ် နေ လိမ့် မယ် လို့ အိမ် မက် တောင် မ မက် ဖူး ဘူး ၊,Neutral
love,မင်း က ငါ့ ဘ ဝ ရဲ့ သော့ ချက် တစ် ခု လို အ ရေး ပါ လှ ပါ တယ်,Love
anger,မ သိ ဘဲ နဲ့ အ ကုန် သိ သ လို လာ ပြော နေ တာ တ ကယ် မျက် စိ စ ပါး မွှေး စူး တယ်,Anger
neutral,ပျော် ရွှင် စ ရာ သီ ချင်း တွေ ကို နား ထောင် ရင် တောင် ဝမ်း နည်း စိတ် ဝင် လာ ရ တဲ့ နေ့,Neutral
suprise,မ ထင် မှတ် ဘဲ နဲ့ ပ ဟေ ဠိ တစ် ခု ရဲ့ အ ဖြေ ကို ရှာ ဖွေ တွေ့ ရှိ သွား သ လို မျိုး ရင် ခုန် သွား ရ တယ်,Neutral
fear,စိုး ရိမ် ပူ ပန် မှု က ကျွန် တော့် ရင် ဘတ် ကို ဆုပ် ကိုင် ထား တယ် ၊ ကျွန် တော့် အ တွေး တွေ အ ပေါ် မ ရပ် မ နား ဆုပ် ကိုင် ထား မှု,Fear
neutral,ငါ့ ရဲ့ စိတ် ကူး အိပ် မက် တွေ ကို လက် တွေ့ အ ကောင် အ ထည် ဖော် နိုင် တော့ မယ် ထင် တယ်,Neutral
love,လက် မှု ပ ညာ နဲ့ ဖန် တီး ထား တဲ့ လက် ရာ မြောက် ပန်း ချီ ကား တစ် ချပ် ရဲ့ ရှုပ် ထွေး တဲ့ အ သေး စိတ် အ ချက် အ လက် တွေ ကို လေး စား မိ ပါ တယ်,Love
anger,အ လုပ် ကို ပေါ့ ပျက် ပျက် လုပ် ပြီး ပျက် စီး အောင် လုပ် တာ မုန်း တယ်,Anger
joy,န ယူး ယောက် မြို့ ရဲ့ နှ လုံး သား ထဲ မှာ ၊ တိုင်းမ် စ ကွဲ က မီး ရောင် တွေ နဲ့ တောက် ပ နေ တယ် ၊ မြို့ ပြ စွမ်း အင် ရဲ့ တက် ကြွ တဲ့ ရှု ခင်း,Joy
love,မင်း ရဲ့ နွေး ထွေး တဲ့ ရင် ခွင် ထဲ မှာ ပဲ တစ် သက် လုံး ခို လှုံ ချင် တယ်,Love
neutral,စိတ် ကူး ထဲ က အ စီ အ စဉ် တွေ အား လုံး လွဲ ချော် ပြီး ခြေ မ ကိုင် မိ လက် မ ကိုင် မိ ဖြစ် ရ တဲ့ နေ့,Neutral
sadness,ဝမ်း နည်း ပူ ဆွေး မှု က လေး လံ နေ ပြီး ၊ မျက် ရည် တွေ က အ မြဲ တမ်း အ ဖော် ဖြစ် နေ တယ်,Sadness
suprise,လုံး ဝ အ ဆင် မ ပြေ တော့ ဘူး လို့ ထင် ထား တဲ့ အ ချိန် မှ အ ခု လို ထူး ထူး ခြား ခြား အောင် မြင် သွား တာ ပဲ,Neutral
suprise,ယဉ် ကျေး မှု ရပ် ကွက် တစ် ခု က တက် ကြွ တဲ့ လမ်း ဘေး အ နု ပ ညာ ကို စူး စမ်း ရှာ ဖွေ နေ ခြင်း ၊ နံ ရံ ဆေး ရေး ပန်း ချီ တိုင်း က ပုံ ပြင် တစ် ပုဒ် ပြော ပြ နေ ပြီး ၊ မြို့ ကို ဖန် တီး မှု နဲ့ ဖော် ပြ မှု တို့ နဲ့ ပြည့် နှက် စေ ခြင်း,Neutral
neutral,က လေး တစ် ယောက် ရဲ့ ဖြူ စင် တဲ့ အ ပြုံး ကို မြင် လိုက် ရ တဲ့ ခ ဏ,Neutral
love,မင်း ရဲ့ ခေါင်း လေး ကို ငါ့ ရင် ခွင် ထဲ ထည့် ပြီး အိပ် စက် စေ ချင် တယ်,Love
joy,စိတ် ခံ စား မှု တိုင်း အ တွက် ပြီး ပြည့် စုံ တဲ့ playlist ဖန် တီး ဖို့ နာ ရီ ပေါင်း များ စွာ ကုန် ဆုံး ခဲ့ တယ် ဂီ တ က ကျွန် တော့် ရဲ့ ကု ထုံး #Playlist ပြု လုပ် သူ # ဆယ် ကျော် သက် ဂီ တ ချစ် သူ,Joy
anger,အ မှား ကို အ မှန် လုပ် ဖို့ ဇွတ် ငြင်း နေ တာ တ ကယ် ကို ရွံ စ ရာ ပဲ,Anger
fear,နောက် ကျော က နေ အေး စိမ့် စိမ့် ဖြစ် သွား တာ ဘာ ကြောင့် လဲ မ သိ ဘူး,Fear
joy,ဖာ ရာ ရီ ကမ် ဘာ့ ရဲ့ အံ့ ဖွယ် ရာ တွေ ကို စူး စမ်း ရှာ ဖွေ နေ ခြင်း ၊ အင် ဂျင် တွေ ရဲ့ ဟိန်း သံ က အ ရှိန် ရဲ့ သံ စုံ တီး ဝိုင်း တစ် ခု ကို ဖန် တီး နေ ခြင်း,Joy
love,ဂ ရု စိုက် မှု တွေ နဲ့ လေး လံ နေ တဲ့ က ရု ဏာ တ ရား ရှိ တဲ့ တိမ် တိုက် တွေ ၊ လူ သား တွေ ရဲ့ ဒုက် ခ ဆင်း ရဲ မှု ရဲ့ ခြောက် သွေ့ နေ တဲ့ မြေ ပြင် ပေါ် သို့ စာ နာ မှု ကို ရွာ သွန်း ပေး ခြင်း,Love
neutral,မှား သွား တဲ့ အ မှား တစ် ခု အ တွက် နောက် မှ နောင် တ ရ ပြီး ရင် ထဲ မ ကောင်း ဖြစ် ရ တာ,Neutral
joy,လေ ရဲ့ မျှော် လင့် ချက် ရှိ တဲ့ တီး တိုး သံ တွေ ၊ ပို မို တောက် ပ တဲ့ မ နက် ဖြန် ရဲ့ က တိ က ဝတ် တွေ ကို သယ် ဆောင် လာ ခြင်း ၊ ဖြစ် နိုင် ခြေ တွေ ရဲ့ လေ ထု ထဲ က အ ကောင်း မြင် စိတ် ရဲ့ သံ စုံ တီး ဝိုင်း,Joy
sadness,ဆုံး ရှုံး သွား တဲ့ ယုံ ကြည် မှု ရဲ့ မြေ ရိုင်း လွင် ပြင် ထဲ မှာ ၊ က တိ ပျက် ခြင်း ရဲ့ ပဲ့ တင် သံ တွေ က ပြန် ဟပ် နေ ခြင်း,Sadness
suprise,မင်း က ဘယ် အ ချိန် က တည်း က ငါ့ နောက် မှာ ရောက် နေ တာ လဲ လန့် လိုက် တာ ၊,Neutral
sadness,နောင် တ တွေ ကြောင့် ခြောက် လှန့် ခံ နေ ရ ခြင်း ၊ အ တိတ် ရဲ့ တစ် ဆေ က မ ရပ် မ နား လှည့် လည် နေ ခြင်း,Sadness
fear,ငွေ ကြေး အ ခက် အ ခဲ တွေ ကြောင့် အ နာ ဂတ် အ တွက် တုန် လှုပ် မိ တယ်,Fear
fear,စ ကား မ ပြော နိုင် တော့ တဲ့ အ ခြေ အ နေ မျိုး ရောက် မှာ ကို ကြောက် တယ်,Fear
love,မင်း ရဲ့ ဘေး နား မှာ အ မြဲ တမ်း အား ပေး ဖော် အ ဖြစ် ရှိ နေ မယ်,Love
fear,သေ နတ် သံ အ ကျယ် ကြီး ကြား လိုက် ရ လို့ အား လုံး ဝပ် နေ ကြ တယ်,Fear
neutral,ကိုယ် ချစ် တဲ့ သူ ရဲ့ လက် ကို ပ ထ မ ဆုံး အ ကြိမ် တွဲ ခွင့် ရ လိုက် တဲ့ ခ ဏ,Neutral
joy,စက် ဘီး ကမ် ဘာ့ ချန် ပီ ယံ ရှစ် မှာ ၊ တောင် တက် သ မား က စိန် ခေါ် မှု ရှိ တဲ့ မြေ ပြင် တွေ ကို အောင် နိုင် ပြီး ၊ အ တား အ ဆီး တွေ ကြား က စိတ် ပိုင်း ဖြတ် မှု နဲ့ အောင် မြင် မှု ကို ကိုယ် စား ပြု ခြင်း,Joy
neutral,မ မျှော် လင့် ဘဲ လ စာ တိုး တယ် ဆို တဲ့ အ ကြောင်း ကြား စာ ရ လို့ ပျော် သွား တယ်,Neutral
anger,အ တား အ ဆီး တွေ က ကျွန် တော့် လမ်း ကို ပိတ် ဆို့ နေ ချိန် မှာ စိတ် ပျက် မှု တွေ တိုး မြင့် လာ တယ်,Anger
love,မင်း ရဲ့ ချစ် ခြင်း မေတ် တာ တွေ က ငါ့ ကို အ သက် ရှင် ရ ကျိုး နပ် စေ တယ်,Love
neutral,ဘယ် အ ရာ က မှ ကိုယ့် ကို မ ပျော် ရွှင် စေ နိုင် တော့ ဘဲ စိတ် အ လို မ ကျ ဖြစ် နေ တဲ့ နေ့ တစ် နေ့,Neutral
fear,မျက် နှာ ကြက် က နေ အင်္ ဂ တေ တွေ ကွာ ကျ လာ လို့ လန့် သွား တယ်,Fear
neutral,ပ ထ မ ဆုံး နှင်း ပွင့် လေး ကျ ဆင်း လာ ချိန် မှာ ၊ ဆောင်း ရာ သီ ဝါ သ နာ ရှင် က နှင်း ဖုံး ရှု ခင်း တွေ ရဲ့ မှော် ဆန် မှု ကို မျှော် လင့် ရင်း ၊ နှင်း ခဲ ပျော် ရွှင် မှု တွေ ရဲ့ ရာ သီ တစ် ခု အ တွက် စိတ် အား ထက် သန် စွာ ပြင် ဆင် နေ ခြင်း,Neutral
sadness,နည်း ပ ညာ က ကျွန် တော် တို့ ရဲ့ နေ ထိုင် မှု ပုံ စံ ကို ပြောင်း လဲ နေ ပါ တယ်,Sadness
fear,ဥ ပ ဒေ နဲ့ ငြိ စွန်း ပြီး ထောင် ကျ သွား မှာ ကို တွေး ပြီး တုန် လှုပ် တယ်,Fear
fear,လူ ပြက် တွေ ကို မြင် ရင် ဘာ ကြောင့် မှန်း မ သိ ကြောက် စိတ် ဝင် တယ်,Fear
love,မင်း အ တွက် ဆို ရင် ငါ့ ရဲ့ အ ရာ ရာ တိုင်း ကို ပေး ဆပ် ဖို့ အ သင့် ပဲ,Love
anger,ကျွန် တော် တို့ လူ့ အ ဖွဲ့ အ စည်း ထဲ က အ ကျင့် ပျက် ခြ စား မှု အ ခြေ အ နေ က လုံး ဝ ကို စက် ဆုပ် စ ရာ ကောင်း တယ်,Anger
neutral,မေ့ လျော့ နေ တဲ့ ယဉ် ကျေး မှု တစ် ခု ရဲ့ ရှေး ဟောင်း အ ပျက် အ စီး တွေ ကြား ထဲ က အ တွေး နက် နေ တဲ့ စဉ်း စား တွေး တော မှု,Neutral
sadness,မ မျှော် လင့် ထား တဲ့ အ ခြေ အ နေ တွေ ကြောင့် အ ရေး ကြီး တဲ့ ပွဲ တစ် ခု လွဲ ချော် သွား တယ် ဝမ်း နည်း မှု တွေ နဲ့ ပြည့် နေ တဲ့ နေ့ တစ် နေ့,Sadness
fear,အ လုပ် က နေ အ ထုတ် ခံ ရ ရင် ဘယ် လို ရှေ့ ဆက် ရ မ လဲ မ သိ တော့ ဘူး,Fear
joy,နှစ် ပေါင်း များ စွာ ကွဲ ကွာ ပြီး နောက် ကာ လ ကြာ ရှည် ပျောက် ဆုံး နေ တဲ့ သူ ငယ် ချင်း တွေ နဲ့ ပျော် ရွှင် စွာ ပြန် လည် ဆုံ စည်း ခြင်း,Joy
joy,တာ ဝန် တွေ ကို ပျော် ရွှင် စွာ ဟန် ချက် ညီ အောင် လုပ် ဆောင် နေ ခြင်း ၊ အ လုပ် နဲ့ ပျော် ရွှင် မှု ရဲ့ လုပ် ဆောင် ချက် တွေ ကို ဟန် ချက် ညီ အောင် ထိန်း ညှိ နေ ပြီး ၊ ရယ် မော ခြင်း ကို လေ ထဲ သို့ ပစ် မြှောက် နေ တဲ့ ဆပ် ကပ် သ မား တစ် ယောက်,Joy
neutral,အား ကိုး စ ရာ ဆို လို့ မိ မိ ကိုယ် တိုင် တောင် မ ရှိ တော့ သ လို ခံ စား ရ တဲ့ အား ငယ် စ ရာ နေ့,Neutral
sadness,လာ မယ့် ပွဲ တွေ နဲ့ ကြေ ညာ ချက် တွေ အ ကြောင်း သိ ရှိ နေ ဖို့ ကျောင်း စု ဝေး ပွဲ တစ် ခု တက် ရောက် နေ ပါ တယ် ကျောင်း လှုပ် ရှား မှု တွေ နဲ့ ချိတ် ဆက် နေ ခြင်း,Sadness
neutral,ရာ သီ ဥ တု က အိုက် စပ် စပ် ကြီး နဲ့ လူ ကို တော် တော် လေး စိတ် ရှုပ် စေ တယ်,Neutral
neutral,ငယ် ငယ် က သူ ငယ် ချင်း ဟောင်း နဲ့ လမ်း မှာ မ ထင် မှတ် ဘဲ ပြန် ဆုံ ရ တဲ့ အ ခါ,Neutral
sadness,အ ဖော် ဖြစ် တဲ့ ဝမ်း နည်း မှု ၊ တမ်း တ မှု ရဲ့ စုတ် ချက် တွေ နဲ့ ဘ ဝ ရဲ့ ပန်း ချီ ကား ချပ် ကို ခြယ် မှုန်း နေ ခြင်း,Sadness
love,မင်း က ငါ့ ရဲ့ ဘ ဝ တစ် ခု လုံး ကို ပြောင်း လဲ ပေး ခဲ့ တဲ့ အ ချစ် စစ် ပါ,Love
fear,မ နက် ဖြန် လူ ကြီး တွေ ရှေ့ မှာ စ ကား ပြော ရ မှာ ကို တွေး ပြီး ရင် တုန် နေ ပြီ,Fear
love,မင်း ရဲ့ ဂ ရု စိုက် မှု တွေ က ငါ့ အ တွက် အ လွန် အ ဖိုး တန် ပါ တယ်,Love
neutral,ဘာ အ ကြောင်း ပြ ချက် မှ မ ရှိ ဘဲ ရင် ထဲ မှာ မွန်း ကျပ် ပြီး မျက် ရည် ဝဲ နေ ရ တဲ့ နေ့ တစ် နေ့,Neutral
joy,ကျေ နပ် မှု ရဲ့ မြစ် ထဲ မှာ လမ်း ညွှန် နေ ခြင်း ၊ အ တွင်း စိတ် ငြိမ်း ချမ်း မှု နဲ့ လက် ခံ မှု ရဲ့ တည် ငြိမ် အေး ချမ်း တဲ့ ရေ ပြင် ထဲ မှာ တည် ငြိမ် အေး ချမ်း တဲ့ လှေ စီး ခ ရီး စဉ် တစ် ခု,Joy
neutral,မီး ပျက် သွား ပြန် ပြီ ဒီ လို ပူ တဲ့ နေ့ မှာ မီး ပျက် တာ တ ကယ် ကို စိတ် မ ရှည် ချင် စ ရာ ပဲ,Neutral
sadness,ဒီ ည ည စာ အ တွက် ဟင်း ချက် နည်း အ သစ် တစ် ခု စမ်း သပ် ချက် ပြုတ် နေ ပါ တယ်,Sadness
joy,သူ ငယ် ချင်း တွေ က စီ စဉ် ပေး တဲ့ အံ့ အား သင့် ဖွယ် မွေး နေ့ ပါ တီ တစ် ခု တက် ရောက် နေ ပါ တယ် အ ချစ် ၊ ရယ် မော ခြင်း ၊ နဲ့ အ ဖော် ကောင်း တွေ နဲ့ ဝန်း ရံ ထား ခြင်း !,Joy
sadness,အ ဖွဲ့ လိုက် လုပ် ဆောင် မှု နဲ့ မျှ ဝေ ခံ စား ရ တဲ့ တာ ဝန် တွေ ကို မြှင့် တင် ဖို့ groupproject တစ် ခု မှာ ပူး ပေါင်း ဆောင် ရွက် နေ ပါ တယ် အ ဖွဲ့ လိုက် ကြိုး ပမ်း မှု လုပ် ဆောင် နေ ဆဲ,Sadness
neutral,တ ခြား လူ တွေ တိုး တက် နေ တာ ကို ကြည့် ပြီး ငါ က တော့ ဒီ နေ ရာ မှာ တင် ရပ် နေ တုန်း ပဲ လို့ စိတ် ပျက် မိ တဲ့ နေ့,Neutral
anger,အ ကျိုး မ ရှိ ဘဲ လာ ပြီး ပြ ဿ နာ ရှာ နေ တာ တ ကယ် ကို စိတ် ပျက် စ ရာ,Anger
neutral,လှိုင်း လုံး တွေ က ကမ်း ခြေ ကို ရိုက် ခတ် ချိန် မှာ ၊ လှိုင်း စီး သ မား က သ မုဒ် ဒ ရာ ရဲ့ စွမ်း အင် ကို စီး နင်း ခြင်း ရဲ့ သည်း ထိတ် ရင် ဖို မှု ကို ပွေ့ ဖက် ပြီး ၊ လှိုင်း လုံး တိုင်း မှာ လွတ် လပ် မှု ရဲ့ အ နှစ် သာ ရ ကို ဖမ်း ယူ ခြင်း,Neutral
joy,Selfie အ တွက် အ ကောင်း ဆုံး filter ရွေး ဖို့ တစ် နာ ရီ ကုန် သွား တယ် အဲ့ ဒီ Instagram အ လှ တ ရား အ တွက် ရုန်း ကန် မှု က တ ကယ့် ကို အ စစ် #Selfie ဘု ရင် မ # ဆယ် ကျော် သက် ခံ စား ချက် များ,Joy
anger,ခါး သီး တဲ့ အ တွေ့ အ ကြုံ တစ် ခု က တန် ဖိုး ရှိ တဲ့ သင် ခန်း စာ တစ် ခု ဖြစ် သွား ခဲ့ တယ်,Anger
anger,အ လုပ် ထဲ မှာ လာ ပြီး နှောင့် ယှက် နေ တဲ့ အ ရာ တွေ ကို မုန်း တယ်,Anger
suprise,ပြ တိုက် မှာ နေ့ လည် ခင်း ကို ဖြတ် သန်း ခဲ့ တယ် ၊ ယဉ် ကျေး မှု ရှိ ချင် ယောင် ဆောင် ရင်း ဖြစ် ပေါ် လာ ဆဲ အ နု ပ ညာ ဝါ သ နာ ရှင် # ပြ တိုက် နေ့ # ဆယ် ကျော် သက် အ နု ပ ညာ ချစ် သူ,Neutral
fear,ကိုယ့် crush ရဲ့ profile ကို stalk လုပ် နေ တုန်း သူ တို့ ရဲ့ ဓာတ် ပုံ ဟောင်း တစ် ခု ကို မ တော် တ ဆ like လုပ် မိ သွား တယ် အ ဆင် မ ပြေ မှု အ ဆင့် - အ မြင့် ဆုံး !,Fear
suprise,လက် ဆောင် ဘူး ကို ဖွင့် ကြည့် လိုက် တဲ့ အ ချိန် မှာ အံ့ ဩ လွန်း လို့ ပါး စပ် တောင် မ ပိတ် နိုင် တော့ ဘူး,Neutral
fear,လူ တွေ ရဲ့ ကဲ့ ရဲ့ အ တင်း ပြော ခြင်း ကို ခံ ရ မှာ ကို စိုး ရိမ် တယ်,Fear
fear,ဒီ လို မျှော့ တွေ တွား သွား နေ တာ မြင် ရင် ရွံ လည်း ရွံ ကြောက် လည်း ကြောက် တယ်,Fear
fear,ငါ့ ရဲ့ လျှို့ ဝှက် ချက် တွေ ကို သူ တို့ သိ သွား မှာ ကို အ မြဲ စိုး ရိမ် တယ်,Fear
suprise,မိုး ပေါ် မှာ သက် တံ အ ကြီး ကြီး နှစ် ထပ် တောင် ထွက် နေ တာ ပါ လား ၊,Neutral
joy,လုပ် စ ရာ စာ ရင်း ထဲ က အ လုပ် တွေ ကို တစ် ခု ပြီး တစ် ခု အ မှန် ခြစ် ပြီး အ ကျိုး ရှိ တဲ့ နေ့ တစ် နေ့,Joy
joy,အိမ် ချက် ဟင်း တစ် နပ် ရဲ့ ရိုး ရှင်း မှု ထဲ က ကျေ နပ် မှု,Joy
anger,ငါ့ ရဲ့ စိတ် ရှည် သည်း ခံ မှု ကို အ လွဲ သုံး စား မ လုပ် နဲ့ လို့ ပြော ချင် တယ်,Anger
joy,လာ မယ့် ဂိမ်း ပြိုင် ပွဲ အ တွက် စိတ် လှုပ် ရှား နေ ပါ တယ်,Joy
anger,အ မှား ကို ဖုံး ကွယ် ဖို့ နောက် ထပ် အ မှား တွေ ထပ် လုပ် နေ တာ စိတ် တို စ ရာ,Anger
neutral,သူ များ တွေ က ကိုယ့် ကို အ ထင် ကြီး လေး စား ကြ တာ မြင် ရ တော့ ဂုဏ် ယူ မိ တယ်,Neutral
neutral,လုပ် စ ရာ စာ ရင်း ထဲ က အ လုပ် တွေ ကို တစ် ခု ပြီး တစ် ခု အ မှန် ခြစ် ပြီး အ ကျိုး ရှိ တဲ့ နေ့ တစ် နေ့,Neutral
anger,ဒေါ သ တွေ က ငယ် ထိပ် အ ထိ စောင့် တက် လာ သ လို ခံ စား ရ တယ်,Anger
joy,စိတ် လှုပ် ရှား မှု ရဲ့ သံ စုံ တီး ဝိုင်း ထဲ မှာ ၊ တေး သွား တိုင်း က စွမ်း အင် ပေါက် ကွဲ ထွက် ခြင်း ၊ စိတ် ဝိ ညာဉ် ကို ပြင်း ပြ တဲ့ စိတ် အား ထက် သန် မှု နဲ့ မီး ညှိ ပေး ခြင်း,Joy
anger,ပြော တာ ကို နား မ ထောင် ဘဲ ကိုယ် ထင် ရာ ကိုယ် လုပ် လို့ စိတ် ပျက် ပြီး စိတ် တို ရ တယ်,Anger
love,မင်း ရဲ့ အ နမ်း လေး တစ် ခု က ငါ့ ကို ကမ် ဘာ့ အ ပြင် ဘက် ရောက် စေ တယ်,Love
neutral,တ ရား ထိုင် နေ ရင်း စိတ် ထဲ မှာ ဘာ အ ပူ အ ပင် မှ မ ရှိ ဘဲ ငြိမ်း ချမ်း နေ တာ,Neutral
joy,ကိုယ် ပိုင် တိုး တက် မှု အ တွက် ဘာ သာ စ ကား အ သစ် တစ် ခု လေ့ လာ နေ ပါ တယ်,Joy
love,မင်း ရဲ့ အ ပြုံး က ငါ့ ဘ ဝ ရဲ့ အ ကောင်း ဆုံး ဆေး တစ် ခွက် ပဲ,Love
neutral,စာ နာ ပေး မယ့် သူ တစ် ယောက် မှ မ ရှိ ဘဲ အား ငယ် စိတ် တွေ နဲ့ ပြည့် နှက် နေ တဲ့ နေ့ တစ် နေ့,Neutral
love,သ မိုင်း ဝင် အ ထင် က ရ နေ ရာ တစ် ခု ရဲ့ အ လှ တ ရား အ တွက် ရို သေ လေး စား မှု,Love
